Internal gene ID,Vectorbase Identifier,Display name,Gene family,OrthoDB category,OrthoDB D. melanogaster ortholog,BlastX hit(s) to D. melanogaster proteome,Evidence for name,,,,,,,,,,,,,,,
gene2713,AAEL005238,,,EOG8KPX2C-EOG8KPX2C,gskt-sgg,sgg,,,,,,,,,,,,,,,,
gene2714,AAEL005232,,,EOG85B47Q,Cks85A,Cks85A-Cks30A,,,,,,,,,,,,,,,,
gene2715,AAEL005237,,,EOG8NCQ55,kune,kune-sinu-pck,,,,,,,,,,,,,,,,
gene2716,AAEL005221,,,EOG8VDSQ2,CG32687,CG32687-Lap1-Sur-8-scrib,,,,,,,,,,,,,,,,
gene2717,AAEL005236,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene2718,AAEL005218,,,EOG86Q9JW-EOG86Q9JW,sinu-pck,sinu-kune-pck,,,,,,,,,,,,,,,,
gene2719,AAEL005239,,,EOG8CZF6Z,CG5916,CG5916-CG7324-wkd-CG12241-RN-tre,,,,,,,,,,,,,,,,
gene2720,AAEL005220,,,EOG841T4C,RpL30,RpL30,,,,,,,,,,,,,,,,
gene2721,AAEL005223,,,EOG8CVJZT,CG6746,CG6746-CG9267,,,,,,,,,,,,,,,,
gene2722,AAEL005219,,,NA,NA,CG2794-CG45546-Hml-CG42259,,,,,,,,,,,,,,,,
gene2723,AAEL005216,,,EOG873SHF,CG2794,CG2794,,,,,,,,,,,,,,,,
gene2724,AAEL005229,,,EOG8CVJZT,CG6746,CG6746-CG9267,,,,,,,,,,,,,,,,
gene2725,AAEL005215,,,EOG8CRPQQ,CG2162,CG2162,,,,,,,,,,,,,,,,
gene2726,AAEL005234,,,EOG81K23D,ana1,ana1,,,,,,,,,,,,,,,,
gene2727,AAEL005233,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene2728,AAEL005224,,,EOG8T7BW3-EOG8T7BW3,CG8116-CG11760,CG11760-CG8116,,,,,,,,,,,,,,,,
gene2729,AAEL005230,,,NA,NA,Efhc1.2-Efhc1.1,,,,,,,,,,,,,,,,
gene2730,AAEL005226,,,EOG8H752S,l(3)psg2,NA,,,,,,,,,,,,,,,,
gene2731,AAEL017116,,,EOG8RNF1J-EOG8RNF1J,nonA-l-nonA,nonA-nonA-l-pAbp-pUf68,,,,,,,,,,,,,,,,
gene2732,AAEL005217,,,EOG879J0K,Membrin,Membrin-Vti1a,,,,,,,,,,,,,,,,
gene2733,AAEL005235,,,EOG869TMC,CG43295,CG43295,,,,,,,,,,,,,,,,
gene2734,AAEL005227,,,EOG869TKF,CG13074,CG13074,,,,,,,,,,,,,,,,
gene2735,AAEL015535,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene2736,RU030,,,NA,NA,Scgdelta,,,,,,,,,,,,,,,,
gene2737,AAEL015493,,,EOG8FBMKR,CG12012,CG12012,,,,,,,,,,,,,,,,
gene2738,AAEL011430,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene2739,AAEL011414,,,EOG8M689T,HmgZ,HmgD-HmgZ-Ssrp-tHMG1,,,,,,,,,,,,,,,,
gene274,AAEL008660,,,EOG8G7FQZ,Fer1,Fer1-Fer2-Fer3-Hand-twi,,,,,,,,,,,,,,,,
gene2740,AAEL011426,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene2741,AAEL011417,,,EOG80KBQ2,Synj,Synj-CG7956-Ocrl,,,,,,,,,,,,,,,,
gene2742,AAEL011419,,,NA,NA,CG1137-CG13168,,,,,,,,,,,,,,,,
gene2743,AAEL011428,,,NA,NA,CG1137-CG13168,,,,,,,,,,,,,,,,
gene2744,AAEL011423,,,EOG8MKR6W,CG4797,CG4797-CG8249-Tret1-2-Tret1-1-CG4607-CG10960,,,,,,,,,,,,,,,,
gene2745,AAEL011420,,,EOG8CNTGV,fus,fus-glo,,,,,,,,,,,,,,,,
gene2746,AAEL011429,,,EOG800492,cm,cm-AP-1mu-AP-2mu,,,,,,,,,,,,,,,,
gene2747,AAEL011425,,,EOG8VHNZ6,Ssrp,Ssrp-HmgD-HmgZ-tHMG1,,,,,,,,,,,,,,,,
gene2748,AAEL011418,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene2749,AAEL011421,,,EOG8PCDHX,Mipp2,Mipp2-Mipp1,,,,,,,,,,,,,,,,
gene275,AAEL008658,,,NA,NA,CG4950-alrm-CG6749-cDIP-Tollo-trn-CG4168-CG18095-caps,,,,,,,,,,,,,,,,
gene2750,AAEL011413,,,EOG8MPMG7,CG13344,CG13344-Gcn2,,,,,,,,,,,,,,,,
gene2751,AAEL011427,,,EOG851HG9,Opbp,Opbp-Clamp-CG6654-CG15436-su(Hw)-CG5245-Meics,,,,,,,,,,,,,,,,
gene2752,AAEL011422,,,NA,NA,CG30259-CG10510,,,,,,,,,,,,,,,,
gene2753,AAEL011415,,,EOG8SXR3X,Su(var)3-3,Su(var)3-3-CG8032-CG7737-CG10561-CG6034-CG5653,,,,,,,,,,,,,,,,
gene2754,AAEL011412,,,NA,NA,CG43867,,,,,,,,,,,,,,,,
gene2755,AAEL017269,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene2756,AAEL011424,,,EOG88WFSP-EOG88WFSP-EOG88WFSP-EOG88WFSP-EOG88WFSP-EOG88WFSP-EOG88WFSP-EOG88WFSP-EOG88WFSP-EOG88WFSP-EOG88WFSP-EOG88WFSP-EOG88WFSP-EOG88WFSP-EOG88WFSP-EOG88WFSP-EOG88WFSP-EOG88WFSP-EOG88WFSP-EOG88WFSP-EOG88WFSP-EOG88WFSP-EOG88WFSP-EOG88WFSP-EOG88WFSP,His3:CG33806-His3:CG33812-His3:CG33848-His3:CG33809-His3:CG33842-His3.3B-His3:CG33839-His3:CG33863-His3:CG33821-His3:CG33830-His3.3A-His3:CG33857-His3:CG33854-His3:CG33845-His3:CG31613-His3:CG33827-His3:CG33815-His3:CG33836-His3:CG33833-His3:CG33824-His3:CG33860-His3:CG33866-His3:CG33818-His3:CG33803-His3:CG33851,His3.3B-His3.3A-His3:CG33860-His3:CG33863-His3:CG33866,,,,,,,,,,,,,,,,
gene2757,AAEL011416,,,EOG876NRS,Obp59a,Obp59a,,,,,,,,,,,,,,,,
gene2758,RU031,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene2759,AAEL006949,,,EOG8J9QQH,Socs16D,Socs16D-Socs44A-Socs36E-Pi3K21B-Abl,,,,,,,,,,,,,,,,
gene276,AAEL008654,,,EOG8SJ867,CG10005,CG10005-zye-m-tyn-nompA,,,,,,,,,,,,,,,,
gene2760,AAEL006935,,,EOG8CZF60,mv,mv,,,,,,,,,,,,,,,,
gene2761,AAEL006952,,,EOG8G4KH8,CG12379,CG12379-CG8206,,,,,,,,,,,,,,,,
gene2762,AAEL018054,,,NA,NA,defl,,,,,,,,,,,,,,,,
gene2764,AAEL006936,,,EOG8J9QQH,Socs16D,Socs16D-Socs44A-Socs36E-Pi3K21B-Abl,,,,,,,,,,,,,,,,
gene2765,AAEL006950,,,EOG80ZTP1,CG6379,CG6379-aft-CG5220,,,,,,,,,,,,,,,,
gene2766,AAEL006937,,,EOG870X7J,SMC3,SMC3-SMC2-glu-SMC1,,,,,,,,,,,,,,,,
gene2767,AAEL006945,,,EOG851HH8,Gos28,Gos28,,,,,,,,,,,,,,,,
gene2768,AAEL018126,,,NA,NA,tyf,,,,,,,,,,,,,,,,
gene2769,AAEL006944,,,EOG80ZTQ2,Gsc,Gsc-CG34340-Pph13-CG9876-al-otp-CG32532,,,,,,,,,,,,,,,,
gene277,AAEL008662,,,EOG88KV2V,Alh,Alh,,,,,,,,,,,,,,,,
gene2770,AAEL006953,,,NA,NA,Cht3-CG10154-Muc68E-CG42397-CG10725-obst-G-obst-F,,,,,,,,,,,,,,,,
gene2771,AAEL006958,,,EOG851HFX,Cont,Cont-Nrg,,,,,,,,,,,,,,,,
gene2772,AAEL018127,,,EOG8N5ZN2,sol,sol-CalpA-CalpB-CalpC,,,,,,,,,,,,,,,,
gene2773,AAEL006939,,,EOG8RJJRX,smg,smg,,,,,,,,,,,,,,,,
gene2774,AAEL006946,,,EOG85QM4V,Tcp-1zeta,Tcp-1zeta-CG7033-Cct5-T-cp1-CG5525-Cctgamma,,,,,,,,,,,,,,,,
gene2775,AAEL006951,,,EOG8T1MCR-EOG8T1MCR,CG15035-CG12091,CG12091-CG15035-fig,,,,,,,,,,,,,,,,
gene2776,AAEL006956,,,EOG8PK501,Spt6,Spt6-CG31156,,,,,,,,,,,,,,,,
gene2777,AAEL006948,,,EOG8QVG36,Tomosyn,Tomosyn-l(2)gl,,,,,,,,,,,,,,,,
gene2778,AAEL006957,,,EOG8C8BHM,CG15744,CG15744-sli-CG4168-lbk-atk,,,,,,,,,,,,,,,,
gene2779,AAEL006938,,,EOG8DZ4M3,Slimp,Slimp-Aats-ser,,,,,,,,,,,,,,,,
gene278,AAEL008653,,,EOG8WQ3TM,CG10068,CG10068,,,,,,,,,,,,,,,,
gene2780,AAEL006955,,,EOG83V2KN,Cad88C,Cad88C-Cad74A-ft-ds-Cad87A-kug-stan,,,,,,,,,,,,,,,,
gene2781,AAEL013444,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene2782,AAEL013440,,,EOG8Z65F2,amx,amx-CG10795-CG11103,,,,,,,,,,,,,,,,
gene2783,RU032,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene2784,AAEL013443,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene2785,AAEL013441,,,EOG84BDSN,Toll-9,Toll-9-Tollo-Tl-Toll-6,,,,,,,,,,,,,,,,
gene2786,AAEL013445,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene2787,AAEL013442,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene2788,AAEL013446,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene2789,AAEL013439,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene279,AAEL008656,,,EOG805VS8,meigo,meigo-sll-Papst2-Efr,,,,,,,,,,,,,,,,
gene2790,AAEL013436,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene2791,AAEL013447,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene2792,AAEL013438,,,EOG8VDSPQ,Zasp52,Zasp52,,,,,,,,,,,,,,,,
gene2793,RU033,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene2794,AAEL013437,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene2795,AAEL013348,,,NA,NA,l(2)efl-Hsp26-Hsp23-Hsp67Ba-Hsp27-Hsp67Bc,,,,,,,,,,,,,,,,
gene2796,AAEL013341,,,EOG8RV5HW,l(2)efl,l(2)efl-Hsp26-Hsp67Ba-Hsp23-Hsp27-Hsp67Bc,,,,,,,,,,,,,,,,
gene2797,AAEL013339,,,EOG80KBRC-EOG80KBRC,Hsp23-Hsp26,l(2)efl-Hsp23-Hsp67Bc-Hsp26-Hsp67Ba-Hsp22,,,,,,,,,,,,,,,,
gene2798,AAEL013345,,,EOG80KBRC-EOG80KBRC,Hsp23-Hsp26,l(2)efl-Hsp23-Hsp26-Hsp67Bc-Hsp67Ba-Hsp27,,,,,,,,,,,,,,,,
gene2799,AAEL013340,,,NA,NA,l(2)efl-Hsp26-Hsp27-Hsp23-Hsp67Bc-Hsp67Ba,,,,,,,,,,,,,,,,
gene28,AAEL007212,,,NA,NA,Hr96-EcR-ftz-f1,,,,,,,,,,,,,,,,
gene280,AAEL018161,,,EOG8XKXZ8,SNF4Agamma,SNF4Agamma,,,,,,,,,,,,,,,,
gene2800,AAEL013343,,,NA,NA,l(2)efl-CG4461-Hsp67Ba-Hsp67Bc-Hsp26-Hsp23-CG7409,,,,,,,,,,,,,,,,
gene2801,AAEL013338,,,NA,NA,l(2)efl-Hsp23-Hsp26-Hsp67Ba-Hsp27-Hsp67Bc,,,,,,,,,,,,,,,,
gene2802,AAEL013346,,,NA,NA,l(2)efl-Hsp23-Hsp26-Hsp67Ba-Hsp67Bc-Hsp22,,,,,,,,,,,,,,,,
gene2803,AAEL013342,,,EOG8258J0,Pde8,Pde8-dnc,,,,,,,,,,,,,,,,
gene2804,AAEL013347,,,NA,NA,l(2)efl-Hsp27-Hsp67Ba-Hsp23-Hsp26-Hsp67Bc,,,,,,,,,,,,,,,,
gene2805,AAEL013352,,,NA,NA,l(2)efl-Hsp23-Hsp26-Hsp67Ba-Hsp67Bc-CG7409-Hsp22,,,,,,,,,,,,,,,,
gene2806,AAEL013344,,,NA,NA,l(2)efl-Hsp23-Hsp26-Hsp67Ba-Hsp27-Hsp67Bc,,,,,,,,,,,,,,,,
gene2807,AAEL013349,,,EOG80KBRC-EOG80KBRC,Hsp26-Hsp23,l(2)efl-Hsp26-Hsp23-Hsp67Ba-Hsp27-Hsp22,,,,,,,,,,,,,,,,
gene2808,AAEL013351,,,EOG80KBRC-EOG80KBRC,Hsp23-Hsp26,l(2)efl-Hsp23-Hsp26-Hsp67Ba-Hsp67Bc-Hsp27,,,,,,,,,,,,,,,,
gene2809,AAEL013350,,,EOG80KBRC-EOG80KBRC,Hsp26-Hsp23,l(2)efl-Hsp26-Hsp23-Hsp67Bc-Hsp67Ba-Hsp27,,,,,,,,,,,,,,,,
gene281,AAEL008657,,,EOG89W55R,mfas,mfas,,,,,,,,,,,,,,,,
gene2810,AAEL012406,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene2811,AAEL014665,,,EOG8W3WCK,CG12512,CG12512-pdgy-CG6178-CG9993-CG4563-CG6300-CG18586-CG11659-CG11391,,,,,,,,,,,,,,,,
gene2812,AAEL014664,,,EOG8W3WCK,CG12512,CG12512-pdgy-CG6178-CG11407-CG9993-CG17999-CG11453-CG4830-CG11391-CG44252-CG18586,,,,,,,,,,,,,,,,
gene2813,AAEL014662,,,EOG8W3WCK,CG12512,CG12512-pdgy-CG6178-CG4830-CG17999-CG9993-CG18586,,,,,,,,,,,,,,,,
gene2814,AAEL014661,,,NA,NA,nompC,,,,,,,,,,,,,,,,
gene2815,AAEL013354,,,EOG85B46N,croc,croc-fd59A-fkh-fd96Ca-fd64A,,,,,,,,,,,,,,,,
gene2816,AAEL013356,,,EOG8ZKNBZ,CG31886,CG31886,,,,,,,,,,,,,,,,
gene2817,AAEL013355,,,NA,NA,CG3071,,,,,,,,,,,,,,,,
gene2818,AAEL013353,,,EOG8T4GNQ,chic,chic,,,,,,,,,,,,,,,,
gene2819,AAEL013359,,,EOG8WWV9H,eIF-4a,eIF-4a-eIF4AIII-me31B-Hel25E-Dbp80,,,,,,,,,,,,,,,,
gene282,AAEL014531,,,EOG8QJVDT,CG12795,CG12795,,,,,,,,,,,,,,,,
gene2820,AAEL013358,,,NA,NA,croc-fd59A-fd64A-slp1-fkh-slp2,,,,,,,,,,,,,,,,
gene2821,AAEL017433,,,EOG8ZW82K,CG1647,CG1647-pad-hang-CG17359-CG8319-CG11695,,,,,,,,,,,,,,,,
gene2822,AAEL013357,,,EOG808R0D,CG2225,CG2225,,,,,,,,,,,,,,,,
gene2823,AAEL013875,,,EOG8KPX3J-EOG8KPX3J-EOG8KPX3J-EOG8KPX3J-EOG8KPX3J-EOG8KPX3J,Tsp42Ed-CG30160-Tsp42Ea-Tsp42Eb-Tsp42Ee-Tsp42Ec,Tsp42Ed-Tsp42Ea-Tsp42Ee-Tsp42Eb-CG30160-Tsp47F,,,,,,,,,,,,,,,,
gene2824,AAEL013872,,,EOG8GTP54,TM4SF,NA,,,,,,,,,,,,,,,,
gene2825,AAEL013874,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene2826,AAEL013876,,,EOG8NCQ5G,ND-B14.7,ND-B14.7,,,,,,,,,,,,,,,,
gene2827,AAEL013873,,,EOG8W3WC5,shg,shg-CadN,,,,,,,,,,,,,,,,
gene2828,AAEL013871,,,EOG8PG8SW,CG5500,CG5500,,,,,,,,,,,,,,,,
gene2829,AAEL017457,,,EOG85QM5K-EOG85QM5K-EOG85QM5K-EOG85QM5K-EOG85QM5K-EOG85QM5K-EOG85QM5K,CG31269-CG31265-CG17477-CG5246-CG17475-CG4053-CG5255,CG5255-CG31269-CG5246-CG31265-CG4053-CG17477-CG31267-CG17475-CG31266,,,,,,,,,,,,,,,,
gene283,AAEL014532,,,EOG8FN79P,ATPsynF,ATPsynF,,,,,,,,,,,,,,,,
gene2830,AAEL006591,,,NA,NA,CG31935,,,,,,,,,,,,,,,,
gene2831,AAEL006596,,,NA,NA,spartin,,,,,,,,,,,,,,,,
gene2832,AAEL006598,,,EOG85QM5K-EOG85QM5K-EOG85QM5K-EOG85QM5K-EOG85QM5K-EOG85QM5K-EOG85QM5K,CG31269-CG5246-CG17477-CG17475-CG4053-CG5255-CG31265,CG5255-CG31265-CG4053-CG31269-CG17475-CG17477-CG5246-CG31267-CG31266,,,,,,,,,,,,,,,,
gene2833,AAEL006592,,,EOG8J407Z,Rcd7,Rcd7,,,,,,,,,,,,,,,,
gene2834,AAEL006595,,,NA,NA,tin-vnd-scro-bap-Dll-Dr,,,,,,,,,,,,,,,,
gene2835,AAEL006589,,,EOG8NS62X,Trc8,Trc8-sip3-gol-Pex10,,,,,,,,,,,,,,,,
gene2836,AAEL006594,,,EOG85QM5K-EOG85QM5K-EOG85QM5K-EOG85QM5K-EOG85QM5K-EOG85QM5K-EOG85QM5K,CG17475-CG31269-CG31265-CG5246-CG5255-CG4053-CG17477,CG5255-CG4053-CG31269-CG17477-CG17475-CG31265-CG31267-CG5246-CG31266,,,,,,,,,,,,,,,,
gene2837,AAEL006590,,,NA,NA,bip2-pps-Cfp1-Chd3-rno,,,,,,,,,,,,,,,,
gene2838,AAEL006593,,,EOG88GZW9,Dr,Dr-exex-Dll-CG11085-unpg-Hmx,,,,,,,,,,,,,,,,
gene2839,AAEL006597,,,EOG8TTK8W,bap,bap-vnd-scro-Hmx-exex-Dr,,,,,,,,,,,,,,,,
gene284,RU002,,,NA,NA,Sec5,,,,,,,,,,,,,,,,
gene2840,AAEL006599,,,NA,NA,Ltn1,,,,,,,,,,,,,,,,
gene2841,AAEL014975,,,EOG86X228,Cpr62Ba,Cpr62Ba-Cpr76Bc-CG34461-Cpr66Cb-Cpr30B-Cpr76Bd,,,,,,,,,,,,,,,,
gene2842,AAEL014977,,,NA,NA,Cpr76Bb-Cpr76Ba-CG34461-Cpr62Bc-Cpr64Ad-Cpr64Ab-Cpr30B-Ccp84Af,,,,,,,,,,,,,,,,
gene2843,AAEL014974,,,NA,NA,Cpr76Bb-Cpr76Ba-CG34461-Cpr62Bc-Crys-Ccp84Ag-Cpr76Bc,,,,,,,,,,,,,,,,
gene2844,AAEL014978,,,EOG898XSQ,Cpr76Bb,Cpr76Bb-Cpr62Bc-Cpr76Ba-CG34461-Cpr66Cb-Crys-Cpr62Bb,,,,,,,,,,,,,,,,
gene2845,AAEL014976,,,NA,NA,Cpr76Ba-Cpr76Bb-Crys-Cpr62Bc-Cpr62Bb-Cpr64Ad,,,,,,,,,,,,,,,,
gene2846,AAEL014973,,,NA,NA,Cpr76Bb-Cpr76Ba-CG34461-Edg84A-Crys-Ccp84Ag-Ccp84Af-Ccp84Aa,,,,,,,,,,,,,,,,
gene2847,AAEL014889,,,EOG83XXW3,ND-19,ND-19,,,,,,,,,,,,,,,,
gene2848,AAEL014888,,,EOG8CNTHP,CG3955,CG3955,,,,,,,,,,,,,,,,
gene2849,AAEL015633,,,EOG8K0TD9,CG10616,CG10616,,,,,,,,,,,,,,,,
gene285,AAEL012417,,,EOG8J9QQ5-EOG8J9QQ5,CG34348-Rpn6,CG34348,,,,,,,,,,,,,,,,
gene2850,AAEL015465,,,EOG8R7Z2H,CG9737,CG9737-ea-MP1-CG9733-Sp7,,,,,,,,,,,,,,,,
gene2851,AAEL008339,,,EOG8PG8S3-EOG8PG8S3,H15-mid,mid-H15-org-1-Doc1-Doc3-bi,,,,,,,,,,,,,,,,
gene2853,AAEL008337,,,EOG8PG8S3-EOG8PG8S3,H15-mid,mid-H15-org-1-Doc1-Doc3-bi-Doc2,,,,,,,,,,,,,,,,
gene2854,AAEL015077,,,NA,NA,adp-CG8001-wds-CG5033,,,,,,,,,,,,,,,,
gene2857,AAEL011648,,,NA,NA,CycD-CycE-CycA,,,,,,,,,,,,,,,,
gene2858,AAEL011647,,,NA,NA,PHDP-al-Pph13-CG34340-hbn-Rx-prd-CG9876,,,,,,,,,,,,,,,,
gene2859,AAEL011645,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene286,AAEL012416,,,NA,NA,pum,,,,,,,,,,,,,,,,
gene2860,AAEL011646,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene2861,AAEL011649,,,EOG893686,mus301,mus301-mus308-l(3)72Ab-CG5205-l(2)35Df-tst-RecQ4,,,,,,,,,,,,,,,,
gene2862,AAEL015073,,,EOG8PG8S3-EOG8PG8S3,H15-mid,mid-H15-org-1-bi,,,,,,,,,,,,,,,,
gene2863,AAEL015249,,,EOG8T7BTT-EOG8T7BTT-EOG8T7BTT,CG9717-Esp-CG9702,Esp-CG9702-CG9717-CG6928,,,,,,,,,,,,,,,,
gene2864,AAEL015340,,,NA,NA,mud,,,,,,,,,,,,,,,,
gene2865,AAEL001316,,,NA,NA,CG1124,,,,,,,,,,,,,,,,
gene2866,AAEL001299,,,EOG8BS0BD,Ptr,Ptr-Npc1a,,,,,,,,,,,,,,,,
gene2868,AAEL001320,,,EOG85MQX1-EOG85MQX1-EOG85MQX1,Cyp9b1-Cyp9b2-Cyp9f2,Cyp9b2-Cyp9f2-Cyp9b1-Cyp9c1-Cyp9h1-Cyp6a14-Cyp6a23-Cyp6a2-Cyp6a13-Cyp6d4,,,,,,,,,,,,,,,,
gene2869,AAEL001308,,,EOG8SN4DZ,CG5973,CG5973-CG10237,,,,,,,,,,,,,,,,
gene287,AAEL012420,,,EOG8BK7VD,pum,pum-peng,,,,,,,,,,,,,,,,
gene2870,AAEL001323,,,EOG8J6VH4,CG33680,CG33680-CG10407-CG14661-CG1124-CG10264-CG13618-CG11854,,,,,,,,,,,,,,,,
gene2871,AAEL001293,,,EOG8H48W0,CG5958,CG5958-CG10237-CG5973,,,,,,,,,,,,,,,,
gene2872,AAEL001289,,,NA,NA,CG1208-CG10960-Tret1-2-sut4-Tret1-1-CG6484,,,,,,,,,,,,,,,,
gene2873,AAEL001319,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene2874,AAEL001312AAEL001292,,,NA,NA,Cyp9f2-Cyp9b2-Cyp9b1-Cyp9c1-Cyp9h1-Cyp6a14-Cyp6a13-Cyp6a2-Cyp6a23-Cyp6w1-Cyp6d4,,,,,,,,,,,,,,,,
gene2875,AAEL001288,,,NA,NA,Cyp9b2-Cyp9f2-Cyp9h1-Cyp9c1-Cyp9b1-Cyp6a14-Cyp6a2-Cyp6a23-Cyp6a22,,,,,,,,,,,,,,,,
gene2876,AAEL001301,,,EOG8H48W0,CG5958,CG5958-CG10237-CG5973,,,,,,,,,,,,,,,,
gene2877,AAEL018199,,,NA,NA,CG33680-CG14661-CG1124-CG10264-CG10407-CG13618-CG14457,,,,,,,,,,,,,,,,
gene2878,AAEL001315,,,NA,NA,crol-CG6654-Meics,,,,,,,,,,,,,,,,
gene2879,AAEL001307,,,EOG8H48W0,CG5958,CG5958-CG10237-CG5973,,,,,,,,,,,,,,,,
gene288,AAEL012413,,,EOG8X9B89,CG11412,CG11412-CG32319-vnc-san-CG31730,,,,,,,,,,,,,,,,
gene2880,AAEL001298,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene2881,RU034,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene2882,AAEL001296,,,NA,NA,klar,,,,,,,,,,,,,,,,
gene2883,AAEL001309,,,NA,NA,CG33680-CG14661-CG11852,,,,,,,,,,,,,,,,
gene2884,AAEL001313,,,NA,NA,klar,,,,,,,,,,,,,,,,
gene2885,AAEL001310,,,EOG8HB1BV,Or33c,Or42a-Or67c-Or22c-Or94b-Or13a-Or63a-Or67a-Or47b-Or2a-Or85d,,,,,,,,,,,,,,,,
gene2886,AAEL001305,,,NA,NA,CG1124-CG2016-CG33680,,,,,,,,,,,,,,,,
gene2887,AAEL001302,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene2888,AAEL001295,,,EOG8J6VH4,CG33680,CG33680-CG10407-CG14661-CG10264-CG13618-CG1124-CG11852,,,,,,,,,,,,,,,,
gene2889,AAEL001304,,,EOG8X3KRS,Hr39,Hr39-ftz-f1-Hr4,,,,,,,,,,,,,,,,
gene289,AAEL012419,,,EOG8J9QQ5-EOG8J9QQ5,Rpn6-CG34348,Rpn6-alien,,,,,,,,,,,,,,,,
gene2890,AAEL001318,,,NA,NA,CG5973-CG10237,,,,,,,,,,,,,,,,
gene2891,AAEL001294,,,EOG8J6VH4,CG33680,CG14661-CG33680-CG10264-CG1124-CG10407-CG13618-CG11854,,,,,,,,,,,,,,,,
gene2892,AAEL001317,,,EOG8TTK8B,CG6418,CG6418-CG6227-CG10077-Rm62,,,,,,,,,,,,,,,,
gene2893,AAEL017391,,,EOG8MPMF8,nej,nej-BRWD3-fs(1)h-tbrd-1-tbrd-3,,,,,,,,,,,,,,,,
gene2894,AAEL001306,,,NA,NA,CG14661-CG33680-CG10407-CG2016-CG10264-CG1124,,,,,,,,,,,,,,,,
gene2895,AAEL001322,,,EOG808R05,Rif1,Rif1,,,,,,,,,,,,,,,,
gene2896,AAEL001287,,,NA,NA,CG14661-CG33680-CG10264-CG10407-CG1124-CG2016,,,,,,,,,,,,,,,,
gene2897,AAEL001321,,,EOG8CJZ80,Dp,Dp,,,,,,,,,,,,,,,,
gene2899,AAEL001300,,,EOG88D3M9,CG1218,CG1218,,,,,,,,,,,,,,,,
gene29,AAEL007204,,,NA,NA,CG8773-CG8774-Psa,,,,,,,,,,,,,,,,
gene290,AAEL012418,,,EOG8F7RB1,DNaseII,DNaseII,,,,,,,,,,,,,,,,
gene2900,AAEL001297,,,EOG8SN4DZ,CG5973,CG5973-CG10237,,,,,,,,,,,,,,,,
gene2901,AAEL001290,,,EOG8DJNNX,Cpr92F,Cpr92F,,,,,,,,,,,,,,,,
gene2902,AAEL001314,,,EOG8N33G9,CG17059,CG17059,,,,,,,,,,,,,,,,
gene2903,AAEL000122,,,NA,NA,crol-CTCF-Meics,,,,,,,,,,,,,,,,
gene2905,AAEL000144,,,NA,NA,CG43896-Mur2B-verm,,,,,,,,,,,,,,,,
gene2906,AAEL000114,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene2907,AAEL000101,,,EOG82NMQX,CG6178,CG6178-pdgy-CG11453-CG5568-CG11407-CG6300-CG11659,,,,,,,,,,,,,,,,
gene2908,AAEL000112,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene2909,AAEL000102,,,EOG8XSPG3,CG14688,CG14688,,,,,,,,,,,,,,,,
gene291,AAEL012415,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene2910,AAEL000120,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene2911,AAEL000134,,,EOG879HZX,CG3703,CG3703-CG12241-CG32461,,,,,,,,,,,,,,,,
gene2912,AAEL018111,,,NA,NA,crol-dwg-CG6654,,,,,,,,,,,,,,,,
gene2913,AAEL000147,,,EOG80ZTQG,mtSSB,mtSSB,,,,,,,,,,,,,,,,
gene2914,AAEL000103,,,EOG8577ZS,dpr19,dpr19-dpr13-dpr6,,,,,,,,,,,,,,,,
gene2915,AAEL000157,,,NA,NA,CG7372-CG1603-mld-salr-CG7357-CG15269,,,,,,,,,,,,,,,,
gene2916,AAEL000133,,,NA,NA,GV1,,,,,,,,,,,,,,,,
gene2917,AAEL000132,,,NA,NA,CG6178-pdgy-CG11659-CG6300-CG17999-CG11407-CG18586,,,,,,,,,,,,,,,,
